600890.SH,退市中房
600889.SH,南京化纤
600878.SH,*ST北科
600873.SH,梅花生物
600870.SH,退市厦华
600868.SH,梅雁吉祥
600856.SH,退市中天
600852.SH,*ST中川
600849.SH,上药转换
600848.SH,上海临港
600844.SH,丹化科技
600843.SH,上工申贝
600842.SH,中西药业
600840.SH,新湖创业
600832.SH,东方明珠
600813.SH,ST鞍一工
600806.SH,退市昆机
600801.SH,华新水泥
600799.SH,*ST龙科
600795.SH,国电电力
600792.SH,云煤能源
600788.SH,*ST达曼
600786.SH,东方锅炉
600782.SH,新钢股份
600772.SH,S*ST龙昌
600762.SH,S*ST金荔
600758.SH,辽宁能源
600752.SH,*ST哈慈
600747.SH,退市大控
600736.SH,苏州高新
600726.SH,*ST华源
600723.SH,首商股份
600709.SH,ST生态
600708.SH,光明地产
600701.SH,退市工新
600700.SH,*ST数码
600695.SH,退市绿庭
600687.SH,退市刚泰
600680.SH,*ST上普
600677.SH,*ST航通
600672.SH,*ST华圣
600670.SH,*ST斯达
600669.SH,*ST鞍成
600667.SH,太极实业
600664.SH,哈药股份
600659.SH,*ST花雕
600656.SH,退市博元
600652.SH,退市游久
600646.SH,ST国嘉
600643.SH,爱建集团
600634.SH,退市富控
600632.SH,华联商厦
600631.SH,百联股份
600627.SH,上电股份
600625.SH,PT水仙
600614.SH,退市鹏起
600611.SH,大众交通
600607.SH,上实医药
600592.SH,龙溪股份
600591.SH,*ST上航
600590.SH,泰豪科技
600579.SH,克劳斯
600569.SH,安阳钢铁
600568.SH,ST中珠
600561.SH,江西长运
600555.SH,退市海创
600553.SH,太行水泥
600538.SH,国发股份
600528.SH,中铁工业
600485.SH,*ST信威
600472.SH,包头铝业
600466.SH,蓝光发展
600462.SH,ST九有
600449.SH,宁夏建材
600448.SH,华纺股份
600432.SH,退市吉恩
600401.SH,退市海润
600397.SH,安源煤业
600393.SH,粤泰股份
600385.SH,退市金泰
600382.SH,ST广珠
600378.SH,昊华科技
600372.SH,中航电子
600357.SH,承德钒钛
600355.SH,精伦电子
600346.SH,恒力石化
600336.SH,澳柯玛
600317.SH,营口港
600307.SH,酒钢宏兴
600299.SH,安迪苏
600296.SH,S兰铝
600291.SH,退市西水
600290.SH,ST华仪
600286.SH,S*ST国瓷
600277.SH,亿利洁能
600275.SH,退市昌鱼
600270.SH,外运发展
600269.SH,赣粤高速
600268.SH,国电南自
600263.SH,路桥建设
600260.SH,*ST凯乐
600253.SH,天方药业
600252.SH,中恒集团
600247.SH,*ST成城
600241.SH,ST时万
600240.SH,退市华业
600231.SH,凌钢股份
600229.SH,城市传媒
600227.SH,圣济堂
600221.SH,海航控股
600218.SH,全柴动力
600209.SH,退市罗顿
600205.SH,S山东铝
600181.SH,S*ST云大
600178.SH,东安动力
600176.SH,中国巨石
600175.SH,退市美都
600162.SH,香江控股
600159.SH,大龙地产
600146.SH,退市环球
600145.SH,退市新亿
600133.SH,东湖高新
600120.SH,浙江东方
600105.SH,永鼎股份
600102.SH,莱钢股份
600093.SH,退市易见
600092.SH,S*ST精密
600091.SH,退市明科
600090.SH,退市济堂
600087.SH,退市长油
600086.SH,退市金钰
600084.SH,中葡股份
600082.SH,海泰发展
600074.SH,退市保千
600069.SH,退市银鸽
600068.SH,葛洲坝
600065.SH,*ST联谊
600017.SH,日照港
600008.SH,首创环保
600005.SH,武钢股份
600003.SH,ST东北高
600002.SH,齐鲁石化
600001.SH,邯郸钢铁
301408.SZ,华人健康
301303.SZ,真兰仪表
301127.SZ,天源环保
301081.SZ,严牌股份
301056.SZ,森赫股份
300999.SZ,金龙鱼
300975.SZ,商络电子
300950.SZ,德固特
300905.SZ,宝丽迪
300774.SZ,倍杰特
300669.SZ,沪宁股份
300626.SZ,华瑞股份
300553.SZ,集智股份
300541.SZ,先进数通
300496.SZ,中科创达
300480.SZ,光力科技
300475.SZ,香农芯创
300431.SZ,暴风退
300412.SZ,迦南科技
300372.SZ,欣泰退
300367.SZ,网力退
300362.SZ,天翔退
300330.SZ,*ST计通
300325.SZ,德威退
300312.SZ,邦讯退
300310.SZ,宜通世纪
300275.SZ,梅安森
300267.SZ,尔康制药
300259.SZ,新天科技
300232.SZ,洲明科技
300230.SZ,永利股份
300216.SZ,千山退
300215.SZ,电科院
300202.SZ,聚龙退
300186.SZ,大华农
300178.SZ,腾邦退
300177.SZ,中海达
300172.SZ,中电环保
300164.SZ,通源石油
300156.SZ,神雾退
300117.SZ,嘉寓股份
300110.SZ,华仁药业
300104.SZ,乐视退
300098.SZ,高新兴
300096.SZ,易联众
300090.SZ,盛运退
300064.SZ,金刚退
300038.SZ,数知退
300030.SZ,阳普医疗
300028.SZ,金亚退
300023.SZ,宝德退
002999.SZ,天禾股份
002898.SZ,赛隆药业
002892.SZ,科力尔
002883.SZ,中设股份
002770.SZ,科迪退
002763.SZ,汇洁股份
002711.SZ,欧浦退
002699.SZ,ST美盛
002688.SZ,金河生物
002684.SZ,猛狮退
002680.SZ,长生退
002678.SZ,珠江钢琴
002647.SZ,仁东控股
002641.SZ,公元股份
002628.SZ,成都路桥
002619.SZ,*ST艾格
002618.SZ,丹邦退
002604.SZ,龙力退
002599.SZ,盛通股份
002581.SZ,未名医药
002556.SZ,辉隆股份
002547.SZ,春兴精工
002509.SZ,天茂退
002506.SZ,协鑫集成
002501.SZ,利源精制
002499.SZ,*ST科林
002488.SZ,金固股份
002477.SZ,雏鹰退
002473.SZ,圣莱退
002464.SZ,众应退
002450.SZ,康得退
002447.SZ,晨鑫退
002392.SZ,北京利尔
002390.SZ,信邦制药
002370.SZ,亚太药业
002366.SZ,*ST海核
002359.SZ,北讯退
002305.SZ,南国置业
002282.SZ,博深股份
002269.SZ,美邦服饰
002260.SZ,德奥退
002238.SZ,天威视讯
002220.SZ,天宝退
002217.SZ,合力泰
002165.SZ,红 宝 丽
002149.SZ,西部材料
002147.SZ,新光退
002143.SZ,印纪退
002110.SZ,三钢闽光
002105.SZ,信隆健康
002075.SZ,沙钢股份
002071.SZ,长城退
002070.SZ,众和退
002056.SZ,横店东磁
002054.SZ,德美化工
002040.SZ,南 京 港
002018.SZ,华信退
002013.SZ,中航机电
001914.SZ,招商积余
001872.SZ,招商港口
001323.SZ,慕思股份
001314.SZ,亿道信息
001311.SZ,多利科技
001278.SZ,一彬科技
001260.SZ,坤泰股份
001225.SZ,和泰机电
000982.SZ,中银绒业
000979.SZ,中弘退
000956.SZ,中原油气
000953.SZ,河化股份
000939.SZ,凯迪退
000935.SZ,四川双马
000922.SZ,佳电股份
000916.SZ,华北高速
000908.SZ,景峰医药
000889.SZ,ST中嘉
000866.SZ,扬子石化
000859.SZ,国风新材
000835.SZ,长动退
000832.SZ,*ST龙涤
000827.SZ,*ST长兴
000817.SZ,辽河油田
000813.SZ,德展健康
000805.SZ,*ST炎黄
000787.SZ,*ST创智
000780.SZ,ST平能
000778.SZ,新兴铸管
000769.SZ,*ST大菲
000765.SZ,*ST华信
000763.SZ,锦州石化
000761.SZ,本钢板材
000760.SZ,斯太退
000753.SZ,漳州发展
000748.SZ,长城信息
000730.SZ,*ST环保
000699.SZ,S*ST佳纸
000693.SZ,华泽退
000691.SZ,亚太实业
000689.SZ,ST宏业
000687.SZ,华讯退
000675.SZ,ST银山
000673.SZ,当代退
000667.SZ,美好置业
000662.SZ,天夏退
000660.SZ,*ST南华
000658.SZ,ST海洋
000653.SZ,ST九州
000631.SZ,顺发恒业
000621.SZ,*ST比特
000618.SZ,吉林化工
000616.SZ,ST海投
000613.SZ,东海A退
000611.SZ,天首退
000602.SZ,金马集团
000599.SZ,青岛双星
000594.SZ,国恒退
000591.SZ,太阳能
000588.SZ,PT粤金曼
000587.SZ,*ST金洲
000585.SZ,东电退
000583.SZ,S*ST托普
000578.SZ,盐湖集团
000569.SZ,长城股份
000563.SZ,陕国投Ａ
000562.SZ,宏源证券
000556.SZ,PT南洋
000549.SZ,S湘火炬
000548.SZ,湖南投资
000542.SZ,TCL通讯
000540.SZ,中天金融
000535.SZ,*ST猴王
000529.SZ,广弘控股
000527.SZ,美的电器
000522.SZ,白云山A
000515.SZ,攀渝钛业
000511.SZ,烯碳退
000509.SZ,华塑控股
000508.SZ,琼民源A
000502.SZ,绿景退
000429.SZ,粤高速Ａ
000418.SZ,小天鹅A
000415.SZ,渤海租赁
000412.SZ,ST五环
000406.SZ,石油大明
000405.SZ,ST鑫光
000047.SZ,ST中侨
000046.SZ,泛海控股
000033.SZ,新都退
000024.SZ,招商地产
000018.SZ,神城A退
000015.SZ,PT中浩A
000013.SZ,*ST石化A
000003.SZ,PT金田A
000002.SZ,万  科Ａ
301396.SZ,宏景科技
688029.SH,南微医学
301105.SZ,鸿铭股份
002993.SZ,奥海科技
603255.SH,鼎际得
300660.SZ,江苏雷利
301000.SZ,肇民科技
603899.SH,晨光股份
300834.SZ,星辉环材
300583.SZ,赛托生物
601318.SH,中国平安
002287.SZ,奇正藏药
003002.SZ,壶化股份
688766.SH,普冉股份
301111.SZ,粤万年青
603823.SH,百合花
002918.SZ,蒙娜丽莎
603033.SH,三维股份
600803.SH,新奥股份
603037.SH,凯众股份
002884.SZ,凌霄泵业
300797.SZ,钢研纳克
000810.SZ,创维数字
002871.SZ,伟隆股份
688432.SH,有研硅
688189.SH,南新制药
600148.SH,长春一东
603216.SH,梦天家居
301137.SZ,哈焊华通
001259.SZ,利仁科技
301075.SZ,多瑞医药
000722.SZ,湖南发展
603656.SH,泰禾智能
300632.SZ,光莆股份
300615.SZ,欣天科技
603123.SH,翠微股份
688175.SH,高凌信息
603639.SH,海利尔
600078.SH,ST澄星
688370.SH,丛麟科技
688328.SH,深科达
002511.SZ,中顺洁柔
300460.SZ,惠伦晶体
600648.SH,外高桥
603928.SH,兴业股份
603408.SH,建霖家居
000338.SZ,潍柴动力
600857.SH,宁波中百
603718.SH,海利生物
688275.SH,万润新能
600081.SH,东风科技
002241.SZ,歌尔股份
002597.SZ,金禾实业
301118.SZ,恒光股份
605138.SH,盛泰集团
688278.SH,特宝生物
300708.SZ,聚灿光电
600329.SH,达仁堂
000880.SZ,潍柴重机
300478.SZ,杭州高新
002795.SZ,永和智控
300980.SZ,祥源新材
688008.SH,澜起科技
002395.SZ,双象股份
688127.SH,蓝特光学
300586.SZ,美联新材
600479.SH,千金药业
002977.SZ,天箭科技
603759.SH,海天股份
002790.SZ,瑞尔特
603888.SH,新华网
002434.SZ,万里扬
605006.SH,山东玻纤
001308.SZ,康冠科技
301256.SZ,华融化学
300680.SZ,隆盛科技
002023.SZ,海特高新
300414.SZ,中光防雷
605167.SH,利柏特
600679.SH,上海凤凰
688553.SH,汇宇制药-W
605188.SH,国光连锁
300786.SZ,国林科技
002636.SZ,金安国纪
002038.SZ,双鹭药业
600731.SH,湖南海利
600276.SH,恒瑞医药
600480.SH,凌云股份
301039.SZ,中集车辆
000401.SZ,冀东水泥
688016.SH,心脉医疗
301032.SZ,新柴股份
300494.SZ,盛天网络
002889.SZ,东方嘉盛
688739.SH,成大生物
002530.SZ,金财互联
603815.SH,交建股份
300665.SZ,飞鹿股份
600129.SH,太极集团
600306.SH,ST商城
600755.SH,厦门国贸
603239.SH,浙江仙通
300512.SZ,中亚股份
002199.SZ,东晶电子
300153.SZ,科泰电源
000422.SZ,湖北宜化
600887.SH,伊利股份
000301.SZ,东方盛虹
000905.SZ,厦门港务
603725.SH,天安新材
000007.SZ,全新好
688455.SH,科捷智能
600877.SH,声光电科
301197.SZ,工大科雅
002440.SZ,闰土股份
603355.SH,莱克电气
603279.SH,景津装备
002693.SZ,双成药业
002819.SZ,东方中科
300217.SZ,东方电热
600919.SH,江苏银行
300857.SZ,协创数据
300902.SZ,国安达
603256.SH,宏和科技
002099.SZ,海翔药业
601827.SH,三峰环境
300511.SZ,雪榕生物
300328.SZ,宜安科技
000685.SZ,中山公用
600885.SH,宏发股份
600637.SH,东方明珠
002208.SZ,合肥城建
300936.SZ,中英科技
600206.SH,有研新材
600461.SH,洪城环境
603339.SH,四方科技
300943.SZ,春晖智控
600061.SH,国投资本
300695.SZ,兆丰股份
000931.SZ,中 关 村
300368.SZ,汇金股份
002044.SZ,美年健康
600836.SH,上海易连
600829.SH,人民同泰
688252.SH,天德钰
002507.SZ,涪陵榨菜
002443.SZ,金洲管道
603288.SH,海天味业
000158.SZ,常山北明
000852.SZ,石化机械
002901.SZ,大博医疗
600812.SH,华北制药
002928.SZ,华夏航空
300851.SZ,交大思诺
300378.SZ,鼎捷软件
603032.SH,德新科技
600507.SH,方大特钢
688669.SH,聚石化学
603867.SH,新化股份
600019.SH,宝钢股份
600009.SH,上海机场
300299.SZ,富春股份
603219.SH,富佳股份
603386.SH,骏亚科技
605090.SH,九丰能源
301149.SZ,隆华新材
600210.SH,紫江企业
600075.SH,新疆天业
688088.SH,虹软科技
605336.SH,帅丰电器
300009.SZ,安科生物
600740.SH,山西焦化
600491.SH,龙元建设
300641.SZ,正丹股份
002116.SZ,中国海诚
300899.SZ,上海凯鑫
603596.SH,伯特利
300694.SZ,蠡湖股份
002563.SZ,森马服饰
603511.SH,爱慕股份
002322.SZ,理工能科
601668.SH,中国建筑
603116.SH,红蜻蜓
001288.SZ,运机集团
301070.SZ,开勒股份
000950.SZ,重药控股
000559.SZ,万向钱潮
001331.SZ,胜通能源
003030.SZ,祖名股份
600156.SH,华升股份
600121.SH,郑州煤电
600333.SH,长春燃气
600517.SH,国网英大
600015.SH,华夏银行
600698.SH,湖南天雁
000906.SZ,浙商中拓
300290.SZ,荣科科技
300488.SZ,恒锋工具
603045.SH,福达合金
601009.SH,南京银行
002491.SZ,通鼎互联
002017.SZ,东信和平
603860.SH,中公高科
000912.SZ,泸天化
301213.SZ,观想科技
000153.SZ,丰原药业
002132.SZ,恒星科技
600326.SH,西藏天路
600272.SH,开开实业
002947.SZ,恒铭达
002413.SZ,雷科防务
002986.SZ,宇新股份
000530.SZ,冰山冷热
003015.SZ,日久光电
601179.SH,中国西电
002393.SZ,力生制药
301336.SZ,趣睡科技
300543.SZ,朗科智能
300836.SZ,佰奥智能
601816.SH,京沪高铁
002551.SZ,尚荣医疗
601211.SH,国泰君安
301086.SZ,鸿富瀚
301001.SZ,凯淳股份
600126.SH,杭钢股份
300268.SZ,佳沃食品
000680.SZ,山推股份
688505.SH,复旦张江
600935.SH,华塑股份
603444.SH,吉比特
600285.SH,羚锐制药
001217.SZ,华尔泰
603608.SH,天创时尚
300265.SZ,通光线缆
601717.SH,郑煤机
300984.SZ,金沃股份
301036.SZ,双乐股份
301301.SZ,川宁生物
300968.SZ,格林精密
300049.SZ,福瑞股份
002154.SZ,报 喜 鸟
600028.SH,中国石化
601177.SH,杭齿前进
300639.SZ,凯普生物
002142.SZ,宁波银行
688617.SH,惠泰医疗
000968.SZ,蓝焰控股
000789.SZ,万年青
300983.SZ,尤安设计
002128.SZ,电投能源
002106.SZ,莱宝高科
301066.SZ,万事利
603668.SH,天马科技
002225.SZ,濮耐股份
601336.SH,新华保险
300597.SZ,吉大通信
300619.SZ,金银河
300826.SZ,测绘股份
603023.SH,威帝股份
600184.SH,光电股份
002741.SZ,光华科技
601218.SH,吉鑫科技
688319.SH,欧林生物
603329.SH,上海雅仕
000651.SZ,格力电器
301283.SZ,聚胶股份
003042.SZ,中农联合
000096.SZ,广聚能源
600131.SH,国网信通
603031.SH,安孚科技
600511.SH,国药股份
600717.SH,天津港
002484.SZ,江海股份
301221.SZ,光庭信息
300404.SZ,博济医药
002424.SZ,贵州百灵
688396.SH,华润微
000407.SZ,胜利股份
000725.SZ,京东方Ａ
600835.SH,上海机电
605198.SH,安德利
301077.SZ,星华新材
300992.SZ,泰福泵业
300717.SZ,华信新材
002274.SZ,华昌化工
603268.SH,松发股份
600993.SH,马应龙
300599.SZ,雄塑科技
601598.SH,中国外运
605122.SH,四方新材
300247.SZ,融捷健康
688199.SH,久日新材
002677.SZ,浙江美大
002136.SZ,安 纳 达
600665.SH,天地源
600495.SH,晋西车轴
300242.SZ,佳云科技
301055.SZ,张小泉
300656.SZ,民德电子
002527.SZ,新时达
002312.SZ,川发龙蟒
601066.SH,中信建投
301285.SZ,鸿日达
000708.SZ,中信特钢
603528.SH,多伦科技
603260.SH,合盛硅业
300157.SZ,恒泰艾普
300650.SZ,太龙股份
300469.SZ,信息发展
600267.SH,海正药业
601011.SH,宝泰隆
601616.SH,广电电气
002175.SZ,东方智造
605155.SH,西大门
000949.SZ,新乡化纤
600182.SH,S*ST佳通
601388.SH,怡球资源
300346.SZ,南大光电
002782.SZ,可立克
601989.SH,中国重工
002486.SZ,嘉麟杰
001227.SZ,兰州银行
600000.SH,浦发银行
688768.SH,容知日新
603095.SH,越剑智能
688053.SH,思科瑞
600500.SH,中化国际
600428.SH,中远海特
000059.SZ,华锦股份
301366.SZ,一博科技
601838.SH,成都银行
688126.SH,沪硅产业-U
300254.SZ,仟源医药
002032.SZ,苏 泊 尔
003020.SZ,立方制药
301122.SZ,采纳股份
003006.SZ,百亚股份
001230.SZ,劲旅环境
600016.SH,民生银行
300391.SZ,康跃科技
002381.SZ,双箭股份
605099.SH,共创草坪
600784.SH,鲁银投资
000686.SZ,东北证券
688050.SH,爱博医疗
002189.SZ,中光学
002223.SZ,鱼跃医疗
000626.SZ,远大控股
603206.SH,嘉环科技
300046.SZ,台基股份
300371.SZ,汇中股份
300801.SZ,泰和科技
301206.SZ,三元生物
603726.SH,朗迪集团
300752.SZ,隆利科技
002828.SZ,贝肯能源
002156.SZ,通富微电
600343.SH,航天动力
000937.SZ,冀中能源
300989.SZ,蕾奥规划
000987.SZ,越秀资本
600865.SH,百大集团
300154.SZ,瑞凌股份
600830.SH,香溢融通
603535.SH,嘉诚国际
601399.SH,国机重装
600615.SH,丰华股份
300846.SZ,首都在线
688136.SH,科兴制药
300256.SZ,ST星星
300690.SZ,双一科技
002263.SZ,大东南
600475.SH,华光环能
002385.SZ,大北农
605376.SH,博迁新材
300017.SZ,网宿科技
601106.SH,中国一重
002639.SZ,雪人股份
300201.SZ,*ST海伦
300453.SZ,三鑫医疗
603272.SH,联翔股份
600020.SH,中原高速
000411.SZ,英特集团
603227.SH,雪峰科技
300705.SZ,九典制药
600280.SH,中央商场
000877.SZ,天山股份
000504.SZ,南华生物
002630.SZ,华西能源
603201.SH,常润股份
688075.SH,安旭生物
002448.SZ,中原内配
002438.SZ,江苏神通
603636.SH,南威软件
002648.SZ,卫星化学
000538.SZ,云南白药
002471.SZ,中超控股
002010.SZ,传化智联
002365.SZ,永安药业
002981.SZ,朝阳科技
603618.SH,杭电股份
600586.SH,金晶科技
300536.SZ,农尚环境
300389.SZ,艾比森
600808.SH,马钢股份
688220.SH,翱捷科技-U
000717.SZ,中南股份
002544.SZ,普天科技
300942.SZ,易瑞生物
002607.SZ,中公教育
301069.SZ,凯盛新材
300933.SZ,中辰股份
600187.SH,国中水务
002112.SZ,三变科技
300884.SZ,狄耐克
601877.SH,正泰电器
002442.SZ,龙星化工
002377.SZ,国创高新
601000.SH,唐山港
600867.SH,通化东宝
002129.SZ,TCL中环
603103.SH,横店影视
601801.SH,皖新传媒
600929.SH,雪天盐业
300448.SZ,浩云科技
600077.SH,宋都股份
603588.SH,高能环境
300407.SZ,凯发电气
300519.SZ,新光药业
600512.SH,腾达建设
600255.SH,鑫科材料
300193.SZ,佳士科技
603299.SH,苏盐井神
003040.SZ,楚天龙
603178.SH,圣龙股份
002247.SZ,聚力文化
300483.SZ,首华燃气
688776.SH,国光电气
603590.SH,康辰药业
601279.SH,英利汽车
300577.SZ,开润股份
002275.SZ,桂林三金
601212.SH,白银有色
300252.SZ,金信诺
002823.SZ,凯中精密
301090.SZ,华润材料
000700.SZ,模塑科技
300429.SZ,强力新材
300024.SZ,机器人
600340.SH,华夏幸福
002595.SZ,豪迈科技
600739.SH,辽宁成大
603168.SH,莎普爱思
002933.SZ,新兴装备
600594.SH,益佰制药
688030.SH,山石网科
603387.SH,基蛋生物
002606.SZ,大连电瓷
600900.SH,长江电力
300424.SZ,航新科技
300504.SZ,天邑股份
002194.SZ,武汉凡谷
300233.SZ,金城医药
002083.SZ,孚日股份
605008.SH,长鸿高科
600713.SH,南京医药
300591.SZ,万里马
600980.SH,北矿科技
002397.SZ,梦洁股份
002255.SZ,海陆重工
300380.SZ,安硕信息
300219.SZ,鸿利智汇
000998.SZ,隆平高科
300376.SZ,易事特
688308.SH,欧科亿
601068.SH,中铝国际
603889.SH,新澳股份
002667.SZ,鞍重股份
000062.SZ,深圳华强
600217.SH,中再资环
601319.SH,中国人保
000819.SZ,岳阳兴长
600130.SH,波导股份
601688.SH,华泰证券
000833.SZ,粤桂股份
300819.SZ,聚杰微纤
688670.SH,金迪克
601015.SH,陕西黑猫
688399.SH,硕世生物
603519.SH,立霸股份
600601.SH,*ST方科
601728.SH,中国电信
600550.SH,保变电气
688733.SH,壹石通
601995.SH,中金公司
600777.SH,新潮能源
001210.SZ,金房节能
301207.SZ,华兰疫苗
300191.SZ,潜能恒信
002376.SZ,新北洋
688120.SH,华海清科
600557.SH,康缘药业
002687.SZ,乔治白
002321.SZ,ST华英
300239.SZ,东宝生物
300323.SZ,华灿光电
600510.SH,黑牡丹
300618.SZ,寒锐钴业
603303.SH,得邦照明
300278.SZ,华昌达
600271.SH,航天信息
688073.SH,毕得医药
300931.SZ,通用电梯
002326.SZ,永太科技
600141.SH,兴发集团
002408.SZ,齐翔腾达
002414.SZ,高德红外
000016.SZ,深康佳Ａ
002452.SZ,长高电新
688375.SH,国博电子
002034.SZ,旺能环境
002736.SZ,国信证券
603159.SH,上海亚虹
600805.SH,悦达投资
000403.SZ,派林生物
600759.SH,ST洲际
000571.SZ,ST大洲
603315.SH,福鞍股份
600395.SH,盘江股份
600409.SH,三友化工
600970.SH,中材国际
000862.SZ,银星能源
000683.SZ,远兴能源
600837.SH,海通证券
300261.SZ,雅本化学
000782.SZ,美达股份
002817.SZ,黄山胶囊
300907.SZ,康平科技
603683.SH,晶华新材
603538.SH,美诺华
000045.SZ,深纺织Ａ
002324.SZ,普利特
601689.SH,拓普集团
300303.SZ,聚飞光电
603169.SH,兰石重装
001234.SZ,泰慕士
600519.SH,贵州茅台
300917.SZ,特发服务
300115.SZ,长盈精密
300569.SZ,天能重工
300588.SZ,熙菱信息
002361.SZ,神剑股份
002019.SZ,亿帆医药
301227.SZ,森鹰窗业
688118.SH,普元信息
301139.SZ,元道通信
600468.SH,百利电气
002148.SZ,北纬科技
600273.SH,嘉化能源
688398.SH,赛特新材
600927.SH,永安期货
603970.SH,中农立华
002024.SZ,ST易购
002923.SZ,润都股份
300170.SZ,汉得信息
600690.SH,海尔智家
300126.SZ,锐奇股份
688290.SH,景业智能
002098.SZ,浔兴股份
601136.SH,首创证券
002243.SZ,力合科创
002949.SZ,华阳国际
002231.SZ,奥维通信
300139.SZ,晓程科技
002528.SZ,英飞拓
000668.SZ,荣丰控股
688166.SH,博瑞医药
003010.SZ,若羽臣
688265.SH,南模生物
300887.SZ,谱尼测试
600871.SH,石化油服
603112.SH,华翔股份
600104.SH,上汽集团
300439.SZ,美康生物
000890.SZ,法尔胜
603139.SH,康惠制药
000650.SZ,仁和药业
688212.SH,澳华内镜
000800.SZ,一汽解放
000166.SZ,申万宏源
603378.SH,亚士创能
301212.SZ,联盛化学
002409.SZ,雅克科技
600984.SH,建设机械
300422.SZ,博世科
600365.SH,ST通葡
002470.SZ,ST金正
002468.SZ,申通快递
002179.SZ,中航光电
300245.SZ,天玑科技
002793.SZ,罗欣药业
600143.SH,金发科技
603507.SH,振江股份
600589.SH,ST榕泰
600351.SH,亚宝药业
600678.SH,四川金顶
000919.SZ,金陵药业
002035.SZ,华帝股份
000915.SZ,华特达因
300742.SZ,越博动力
688317.SH,之江生物
002346.SZ,柘中股份
002718.SZ,友邦吊顶
000597.SZ,东北制药
000695.SZ,滨海能源
601606.SH,长城军工
688089.SH,嘉必优
300375.SZ,鹏翎股份
002520.SZ,日发精机
002797.SZ,第一创业
600006.SH,东风汽车
603215.SH,比依股份
002388.SZ,新亚制程
600352.SH,浙江龙盛
002055.SZ,得润电子
300498.SZ,温氏股份
000656.SZ,金科股份
300780.SZ,德恩精工
002692.SZ,ST远程
603968.SH,醋化股份
300179.SZ,四方达
000576.SZ,甘化科工
301152.SZ,天力锂能
301361.SZ,众智科技
600330.SH,天通股份
000959.SZ,首钢股份
603353.SH,和顺石油
301215.SZ,中汽股份
603122.SH,合富中国
603277.SH,银都股份
300979.SZ,华利集团
002416.SZ,爱施德
600872.SH,中炬高新
002779.SZ,中坚科技
603036.SH,如通股份
300276.SZ,三丰智能
000921.SZ,海信家电
688298.SH,东方生物
688232.SH,新点软件
300255.SZ,常山药业
600750.SH,江中药业
600387.SH,海越能源
002753.SZ,永东股份
002476.SZ,宝莫股份
301234.SZ,五洲医疗
300869.SZ,康泰医学
688079.SH,美迪凯
688528.SH,秦川物联
601003.SH,柳钢股份
300852.SZ,四会富仕
000856.SZ,冀东装备
600998.SH,九州通
300894.SZ,火星人
600770.SH,综艺股份
600869.SH,远东股份
002658.SZ,雪迪龙
301083.SZ,百胜智能
605009.SH,豪悦护理
000590.SZ,启迪药业
002761.SZ,浙江建投
000801.SZ,四川九洲
301328.SZ,维峰电子
603611.SH,诺力股份
002026.SZ,山东威达
300112.SZ,万讯自控
002524.SZ,光正眼科
601698.SH,中国卫通
300315.SZ,掌趣科技
002873.SZ,新天药业
002200.SZ,ST交投
603658.SH,安图生物
603858.SH,步长制药
300455.SZ,康拓红外
002311.SZ,海大集团
000506.SZ,中润资源
002605.SZ,姚记科技
002925.SZ,盈趣科技
300508.SZ,维宏股份
300116.SZ,保力新
301290.SZ,东星医疗
002614.SZ,奥佳华
301005.SZ,超捷股份
600997.SH,开滦股份
000069.SZ,华侨城Ａ
300647.SZ,超频三
300231.SZ,银信科技
301057.SZ,汇隆新材
600612.SH,老凤祥
002288.SZ,超华科技
000596.SZ,古井贡酒
600999.SH,招商证券
301125.SZ,腾亚精工
002773.SZ,康弘药业
000750.SZ,国海证券
600179.SH,安通控股
002036.SZ,联创电子
603131.SH,上海沪工
301011.SZ,华立科技
605277.SH,新亚电子
002915.SZ,中欣氟材
603003.SH,龙宇燃油
300718.SZ,长盛轴承
300120.SZ,经纬辉开
002921.SZ,联诚精密
002399.SZ,海普瑞
002162.SZ,悦心健康
001300.SZ,三柏硕
601857.SH,中国石油
000572.SZ,海马汽车
300018.SZ,中元股份
002980.SZ,华盛昌
000659.SZ,珠海中富
601198.SH,东兴证券
603861.SH,白云电器
300547.SZ,川环科技
300670.SZ,大烨智能
601607.SH,上海医药
603603.SH,*ST博天
301230.SZ,泓博医药
301269.SZ,华大九天
301135.SZ,瑞德智能
605399.SH,晨光新材
601163.SH,三角轮胎
002329.SZ,皇氏集团
300555.SZ,ST路通
000776.SZ,广发证券
300653.SZ,正海生物
300839.SZ,博汇股份
002297.SZ,博云新材
600909.SH,华安证券
300771.SZ,智莱科技
002926.SZ,华西证券
603324.SH,盛剑环境
600490.SH,鹏欣资源
002975.SZ,博杰股份
600516.SH,方大炭素
600599.SH,ST熊猫
002119.SZ,康强电子
601339.SH,百隆东方
601005.SH,重庆钢铁
603506.SH,南都物业
688395.SH,正弦电气
002570.SZ,贝因美
002273.SZ,水晶光电
600377.SH,宁沪高速
301021.SZ,英诺激光
600403.SH,大有能源
605199.SH,葫芦娃
605178.SH,时空科技
300086.SZ,康芝药业
603767.SH,中马传动
300339.SZ,润和软件
600109.SH,国金证券
600688.SH,上海石化
002097.SZ,山河智能
688448.SH,磁谷科技
300304.SZ,云意电气
300941.SZ,创识科技
002635.SZ,安洁科技
002542.SZ,中化岩土
688363.SH,华熙生物
600116.SH,三峡水利
603863.SH,松炀资源
603569.SH,长久物流
600968.SH,海油发展
