CODE=000001.SZ
20050527,5,ZhuanZeng,3.96,0.6397
20060524,0,GengMing,7.77,1
20060524,3.55,SongGu,7.77,1
20060616,1.8,PaiXi,7.88,0.9777
20061009,0,GengMing,8.1,1
20070619,4.5,PaiXi,16.14,0.9729
20071015,17250,ZengFa,26.1,1
20080610,1.5,PaiXi,16.68,0.9911
20080714,4914,Jili,0,1
20090703,1,PaiXi,15.89,0.9937
20100514,3.5,PaiXi,12.22,0.5783
20100514,7,ZhuanZeng,12.22,0.5783
20110603,3.5,PaiXi,15.64,0.9781
20120525,1.8,PaiXi,9.26,0.9809
20130530,1.5,PaiXi,11.03,0.9866
20140508,3,PaiXi,7.25,0.9603
20150508,5,PaiXi,14.4,0.9664
20160519,3,PaiXi,10.38,0.9719
20170719,1,PaiXi,8.25,0.8603
20170719,1.5,ZhuanZeng,8.25,0.8603
20171225,9751.165,Jili,0,1
20180627,0.5,PaiXi,4.96,0.8626
20180627,1.5,ZhuanZeng,4.96,0.8626
20180928,982.658,Jili,0,1
20190626,0.5,PaiXi,4.19,0.8991
20190626,1,ZhuanZeng,4.19,0.8991
20200701,0.7,PaiXi,4.95,0.9861
20210617,1,PaiXi,9.74,0.9898
CODE=000014.SZ
19930517,5,PeiGu,19.35,0.6376
19930517,0.8,PaiXi,19.35,0.6376
19930517,3,SongGu,19.35,0.6376
19940531,1,PaiXi,6.93,0.66
19940531,5,SongGu,6.93,0.66
19950809,1,PaiXi,4.66,0.7872
19950809,1.15,SongGu,4.66,0.7872
19950809,1.35,ZhuanZeng,4.66,0.7872
19960801,0.85,PaiXi,7.34,0.9892
19980615,0,GengMing,9.61,1
20020208,0,GengMing,0,1
20020712,0,GengMing,14.7,1
20030429,0.3,PaiXi,9.88,0.997
20040521,0.32,PaiXi,7.89,0.9962
20050608,0.3,PaiXi,5.07,0.9941
20060306,0,GengMing,7.51,1
20060306,2.7,SongGu,7.51,1
20060721,0.35,PaiXi,5.9,0.6637
20060721,5,ZhuanZeng,5.9,0.6637
20061009,0,GengMing,6.78,1
20070711,0.06,PaiXi,13.61,0.9993
20080717,0.25,PaiXi,10.24,0.6658
20080717,2,SongGu,10.24,0.6658
20080717,3,ZhuanZeng,10.24,0.6658
20090717,0.3,PaiXi,15.99,0.9981
20100813,0.3,PaiXi,12.5,0.9976
20110718,0.35,PaiXi,8.12,0.9963
20120618,0.2,PaiXi,7.37,0.9973
20130614,0.25,PaiXi,8.71,0.9977
20140610,0.15,PaiXi,8.79,0.9989
20150617,0.19,PaiXi,31,0.9994
20160620,0.37,PaiXi,17.59,0.9977
20170619,0.15,PaiXi,17.98,0.9994
20180622,0.1,PaiXi,14.72,0.9993
20190619,0.66,PaiXi,9.45,0.9926
20200611,0.11,PaiXi,9.36,0.9989
20210611,0.08,PaiXi,7.91,0.9987
CODE=000016.SZ
19930503,0.9,PaiXi,18.25,0.7374
19930503,3.5,SongGu,18.25,0.7374
19940613,1.1,PaiXi,6.02,0.6586
19940613,5,SongGu,6.02,0.6586
19951030,4,PaiXi,5.71,0.9345
19960705,5.15,PaiXi,11.99,0.9592
19960717,3,PeiGu,12.18,0.8731
19970714,5.2,PaiXi,28.64,0.9822
19980622,5.6,PaiXi,20.94,0.974
19980716,3,PeiGu,18.66,0.953
19990823,3,PaiXi,18.43,0.8224
19990823,2,ZhuanZeng,18.43,0.8224
19991021,3,PaiXi,17.42,0.9831
19991110,8000,ZengFa,16.87,1
20000726,4,PaiXi,18.41,0.8915
20000726,1,SongGu,18.41,0.8915
20010625,1.5,PaiXi,12.05,0.9877
20060330,0,GengMing,4.39,1
20060330,2.5,SongGu,4.39,1
20061009,0,GengMing,4.14,1
20070801,1,PaiXi,9.09,0.9891
20080603,10,ZhuanZeng,5.24,0.5005
20090710,0.5,PaiXi,5.15,0.9904
20100715,0.1,PaiXi,5.02,0.998
20110711,0.1,PaiXi,4.5,0.9978
20120709,0.1,PaiXi,3.55,0.9972
20130614,0.1,PaiXi,3.21,0.9969
20140529,0.1,PaiXi,4.15,0.9976
20150720,0.1,PaiXi,30.16,0.9997
20150925,10,ZhuanZeng,6.32,0.5004
20180606,1.62,PaiXi,5.31,0.9707
20190705,1,PaiXi,4.14,0.9764
20200709,0.5,PaiXi,7.84,0.9937
20210604,1,PaiXi,6.25,0.9843
CODE=000017.SZ
19930906,0.81,PaiXi,15.1,0.7665
19930906,3,SongGu,15.1,0.7665
19931213,2,PeiGu,13.65,0.9317
19940920,0.625,PaiXi,7.74,0.7947
19940920,2.5,SongGu,7.74,0.7947
19951129,0.6,PaiXi,3.18,0.8196
19951129,2,SongGu,3.18,0.8196
19990504,0,GengMing,4.67,1
20050509,0,GengMing,1.69,1
20061009,0,GengMing,2.84,1
20070209,0,GengMing,3.49,1
20100318,0,GengMing,3.49,1
20100318,5.149,ZhuanZeng,3.49,1
20100428,0,GengMing,7.13,1
20140514,0,GengMing,0,1
20200429,0,GengMing,3.53,1
20210622,0,GengMing,3.54,1
CODE=000019.SZ
19930628,0.1,PaiXi,9.8,0.9074
19930628,1,SongGu,9.8,0.9074
19950104,1,PeiGu,5.17,0.8617
19950104,0.25,PaiXi,5.17,0.8617
19950104,1,SongGu,5.17,0.8617
19970715,1,SongGu,10.21,0.8335
19970715,1,ZhuanZeng,10.21,0.8335
19980727,1,PaiXi,9.95,0.99
19990709,1,PaiXi,8.94,0.9889
20001222,3,PeiGu,17,0.929
20010704,0.916,PaiXi,15.45,0.9942
20020527,0.5,PaiXi,12.23,0.9959
20060727,0,GengMing,8.2,1
20060727,3.8,SongGu,8.2,1
20061009,0,GengMing,5.84,1
20110704,6897.707,ZengFa,10.38,1
20130709,2,PaiXi,7.03,0.9723
20140514,2,ZhuanZeng,6.66,0.8335
20160622,5,ZhuanZeng,10.77,0.6665
20170628,0.5,PaiXi,12.46,0.9055
20170628,1,SongGu,12.46,0.9055
20181112,65575.3,ZengFa,7.71,1
20190228,0,GengMing,0,1
20190620,1,PaiXi,7.2,0.9863
20200619,2,PaiXi,8.06,0.9758
20210621,2,PaiXi,7.73,0.9748
CODE=000020.SZ
19930426,0.3,PaiXi,13.4,0.9085
19930426,1,SongGu,13.4,0.9085
19940706,1.2,PaiXi,3.08,1
19950726,1,PaiXi,3.08,0.9686
19960911,1,PaiXi,4.7,0.9792
19971014,1.4,PaiXi,8.96,0.9846
19971014,1.4,PaiXi,8.96,0.9846
19971028,3,PeiGu,8.29,0.8653
19980106,1.764,ZhuanZeng,6.87,0.8502
19990427,0,GengMing,8.17,1
20000329,0,GengMing,9.63,1
20040427,0,GengMing,7.26,1
20050429,0,GengMing,2.32,1
20061009,0,GengMing,3.96,1
20061122,0,GengMing,3.75,1
20070518,0,GengMing,3.75,1
20070518,1.5,SongGu,3.75,1
20090519,0,GengMing,0,1
CODE=000021.SZ
19940831,0.4,PaiXi,4.95,0.7945
19940831,2.5,SongGu,4.95,0.7945
19951122,0.5,PaiXi,5.03,0.9902
19960418,3,PeiGu,4.49,0.9656
19960611,1.5,PaiXi,14.19,0.7629
19960611,3,SongGu,14.19,0.7629
19970620,2,PaiXi,28.31,0.4982
19970620,6,SongGu,28.31,0.4982
19970620,4,ZhuanZeng,28.31,0.4982
19980623,1.2,PaiXi,29.33,0.9959
19981124,3,PeiGu,24.53,0.982
19990510,3,PaiXi,16.77,0.7588
19990510,1,SongGu,16.77,0.7588
19990510,2,ZhuanZeng,16.77,0.7588
20000613,0.3,PaiXi,27.14,0.9989
20010525,0.5,PaiXi,17.04,0.9971
20020711,0.6,PaiXi,14.95,0.996
20030718,1,PaiXi,14.38,0.9931
20040701,1,PaiXi,11.6,0.9915
20050622,1.5,PaiXi,7.59,0.9806
20060522,0,GengMing,11.28,1
20060522,3,SongGu,11.28,1
20060615,1.5,PaiXi,7.68,0.8205
20060615,2,SongGu,7.68,0.8205
20061009,0,GengMing,8.16,1
20061027,0,GengMing,7.79,1
20070615,4,PaiXi,18.6,0.9789
20080613,4,PaiXi,8.44,0.9548
20090624,1.5,PaiXi,10.95,0.9865
20100610,2,PaiXi,10.33,0.658
20100610,2,SongGu,10.33,0.658
20100610,3,ZhuanZeng,10.33,0.658
20110620,1.5,PaiXi,8.11,0.9818
20120625,1,PaiXi,5.55,0.9823
20130619,0.2,PaiXi,5.59,0.9964
20131010,15198.16,ZengFa,6.3,1
20140619,0.5,PaiXi,5.92,0.9916
20150105,0,GengMing,0,1
20150618,0.5,PaiXi,17.44,0.9971
20160616,0.5,PaiXi,8.6,0.9942
20170622,0.5,PaiXi,8.69,0.9943
20180628,0.5,PaiXi,6.6,0.9925
20190627,1,PaiXi,8.22,0.988
20200618,0.6,PaiXi,22.46,0.9973
20210520,8932.823,ZengFa,17.6,1
20210610,1.6,PaiXi,17.76,0.9911
CODE=000023.SZ
19940608,0.44,PaiXi,4.16,0.827
19940608,2,SongGu,4.16,0.827
19950815,0.75,PaiXi,4.34,0.822
19950815,2,SongGu,4.34,0.822
19960815,0.12,PaiXi,6.36,0.9507
19960815,0.5,SongGu,6.36,0.9507
19980709,0.4,PaiXi,12.9,0.8669
19980709,1.5,SongGu,12.9,0.8669
19990816,0.66,PaiXi,9.79,0.9459
19990816,0.5,SongGu,9.79,0.9459
20000711,0.56,PaiXi,15.65,0.9962
20010827,0.506,PaiXi,18.81,0.9973
20060317,0,GengMing,4.99,1
20060317,3.1,SongGu,4.99,1
20061009,0,GengMing,5.04,1
